rec_id,culture,sex,given_name,surname,date_of_birth
rec-0-org,afr,f,hanuni,ambani,19950728
rec-1-org,afr,,nadhari,kuyenda,
rec-2-org,afr,f,jendayi,struywig,19760830
rec-3-org,afr,f,oxyntas,chinkunsu,19720825
rec-4-org,afr,,olushola,ofodile,19931110
rec-5-org,afr,f,mwarania,nock,19860921
rec-6-org,afr,m,urdighis,onyali,19530528
rec-7-org,afr,f,,makue,19641010
rec-8-org,afr,f,jendayi,kraucamp,19921003
rec-9-org,afr,f,abam,vessey,19971224
rec-10-org,afr,,kyereti,hugo,19540910
rec-11-org,afr,m,chinedum,mokwena,19570729
rec-12-org,afr,f,tegama,ukiwe,19491102
rec-13-org,afr,f,esi,milholland,
rec-14-org,afr,f,radhiya,yelverton,19850420
rec-15-org,afr,f,aondohimba,kuto,19691114
rec-16-org,afr,m,massiva,flush,19951015
rec-17-org,afr,f,ummi,kabalata,19651018
rec-18-org,afr,f,awotwi,rutakirwa,19640113
rec-19-org,afr,f,kussil,oluremelekun,19840301
rec-20-org,afr,f,oranmiyan,mugane,19611128
rec-21-org,afr,f,njonjo,mossop,19940506
rec-22-org,afr,f,yerodin,munyeme,19911028
rec-23-org,afr,f,ridhaa,justus,19580708
rec-24-org,afr,f,tegene,otorogu,19990809
rec-25-org,afr,,shabake,human,19601014
rec-26-org,afr,f,kendi,kyomya,19500623
rec-27-org,afr,,olufunmilola,ogunnupe,19440530
rec-28-org,afr,f,angavu,maoto,
rec-29-org,afr,f,lineo,lindow,19830822
rec-30-org,afr,f,nwakaego,kidd,20000228
rec-31-org,afr,,mapute,oseni,
rec-32-org,afr,f,nosiike,kyambadde,20000910
rec-33-org,afr,f,munim,wanchinga,19711125
rec-34-org,afr,f,yeshi,peyper,
rec-35-org,afr,m,hamadi,maschke,19411130
rec-36-org,afr,f,ilori,siwila,19580327
rec-37-org,afr,f,sultan,zeeman,19430531
rec-38-org,afr,,remi,michael,19991020
rec-39-org,afr,,salheddine,kamar,19710621
rec-40-org,afr,f,ajo,mwashya,19840214
rec-41-org,afr,f,mtavila,maposa,
rec-42-org,afr,f,temitope,simutanyi,19801109
rec-43-org,afr,,radhi,tijani,19771122
rec-44-org,afr,m,makoenoe,letta,19610115
rec-45-org,afr,f,nwaoma,fullerton,19510203
rec-46-org,afr,f,med,schutze,19470426
rec-47-org,afr,f,tichawonna,kasase,
rec-48-org,afr,,thiongo,massyn,
