rec_id,culture,sex,given_name,surname,date_of_birth
rec-0-org,afr,f,amakwei,talboltt,19790316
rec-1-org,afr,f,lakeesha,lebarrow,19570214
rec-2-org,afr,f,sanura,hardick,19540518
rec-3-org,afr,,mutoniuwa,kaseme,19501117
rec-4-org,afr,f,ginikanwa,gompels,19600703
rec-5-org,afr,f,nanyanika,bahati,
rec-6-org,afr,f,mjibu,ferns,19891013
rec-7-org,afr,f,chotsani,miti,20020203
rec-8-org,afr,f,chinara,eastes,
rec-9-org,afr,f,oghenero,sunkutu,19540205
rec-10-org,afr,f,luzuko,mmembe,19470531
rec-11-org,afr,,iyapo,michler,19590428
rec-12-org,afr,m,osumare,deewes,19960312
rec-13-org,afr,,tadelesh,stofberg,
rec-14-org,afr,f,tariouelt,mwanagaza,
rec-15-org,afr,,tigist,geldenhuis,19660502
rec-16-org,afr,f,nzingha,sichilongo,19910326
rec-17-org,afr,f,mteremo,mvurya,19411101
rec-18-org,afr,f,dike,elyak,19620823
rec-19-org,afr,f,feechi,matuma,19950923
rec-20-org,afr,f,tiguist,shungwa,19961026
rec-21-org,afr,,kwatekwei,kasama,19831017
rec-22-org,afr,f,nanjala,wilken,19670914
rec-23-org,afr,f,uryaghel,chomba,19750920
rec-24-org,afr,f,madaadi,sum,19830813
rec-25-org,afr,f,tamellalt,timaya,19960819
rec-26-org,afr,f,hodari,wookey,19901115
rec-27-org,afr,f,sriyani,longorkaye,
rec-28-org,afr,f,mawalawde,naituli,19961113
rec-29-org,afr,,seghen,masaninga,19440802
rec-30-org,afr,f,njiraini,kasimbi,20010309
rec-31-org,afr,f,sono,matyhila,19470301
rec-32-org,afr,,inah,doremus,19730417
rec-33-org,afr,f,obasola,dia,
rec-34-org,afr,f,ndulu,amanuel,19951207
rec-35-org,afr,f,madzimoyo,matlou,19841125
rec-36-org,afr,m,mud,masiga,19900315
rec-37-org,afr,f,nandiphe,chisumpa,
rec-38-org,afr,,muugi,volker,19890626
rec-39-org,afr,f,belay,maas,19660226
rec-40-org,afr,f,gezan,nyambi,19840316
rec-41-org,afr,m,nwabunwanne,vanzekin,
rec-42-org,afr,f,tsholofelo,chiphwanya,19940323
rec-43-org,afr,,razina,moopelwa,19810308
rec-44-org,afr,f,saalinge,hanfare,19430904
rec-45-org,afr,f,baliwe,kibuule,20000812
rec-46-org,afr,f,ntagahera,oculi,19440516
rec-47-org,afr,,nakisisa,leshina,19501006
rec-48-org,afr,m,rondre,nel,19971008
rec-49-org,afr,f,citiwala,wilman,
rec-50-org,afr,f,,degineh,19740522
rec-51-org,afr,,kimathi,obayan,19700302
rec-52-org,afr,,thwala,makacha,19700817
rec-53-org,afr,f,sono,kirkham,19471214
rec-54-org,afr,f,ebiere,simbyakula,
rec-55-org,afr,f,to,dodds,19850423
rec-56-org,afr,f,muhammadu,dunford,19980217
rec-57-org,afr,f,mawulolo,kasirye,19810109
rec-58-org,afr,f,akwetee,ntalami,20020328
rec-59-org,afr,f,youssou,elliott,19901212
rec-60-org,afr,,kanzi,eneji,19761201
rec-61-org,afr,f,tusajigwe,sheik,19750219
rec-62-org,afr,f,onyinyech,mwakulegwa,19720518
rec-63-org,afr,f,ambo,gultig,19570423
rec-64-org,afr,f,lalamika,adeusi,19581110
rec-65-org,afr,m,emeka,buraimoh,19791108
rec-66-org,afr,f,imena,lea,19951009
rec-67-org,afr,m,kengo,neutt,19480205
rec-68-org,afr,f,zukisa,bagatui,19630122
rec-69-org,afr,f,tegama,uwak,19850523
rec-70-org,afr,f,mashuhuri,mmithiaru,19450403
rec-71-org,afr,f,chineze,abrie,
rec-72-org,afr,m,zunagha,kiyara,19411031
rec-73-org,afr,f,nkosinathi,lebekwe,19520509
rec-74-org,afr,,tawiah,agbaje,19620821
rec-75-org,afr,f,otakagu,chirwa,19620815
rec-76-org,afr,f,selamawit,lauf,19980413
rec-77-org,afr,f,mutoniuwa,loveland,20000314
rec-78-org,afr,,taja,lathleiff,19410619
rec-79-org,afr,f,makena,greyling,19931226
rec-80-org,afr,f,sikambagi,lukyamuzi,
rec-81-org,afr,f,akinlabi,nothling,19581118
rec-82-org,afr,f,chijoke,carnie,19960903
rec-83-org,afr,f,chakiso,aggett,
rec-84-org,afr,,,makweembo,19461002
rec-85-org,afr,,ajoke,newman,
rec-86-org,afr,f,dorleta,ezulike,19780823
rec-87-org,afr,m,makena,walter,19820114
rec-88-org,afr,,etana,bwanga,
rec-89-org,afr,f,olisaemeka,sabra,19730502
rec-90-org,afr,f,deelon,kutesa,19740501
rec-91-org,afr,f,dumi,taljaardt,
rec-92-org,afr,,russom,powrie,19460715
rec-93-org,afr,f,fola,akinmunde,19470526
rec-94-org,afr,f,kaleab,matomelaa,19931017
rec-95-org,afr,,linje,patel,19841112
rec-96-org,afr,f,shirika,nnamani,19530919
rec-97-org,afr,,efua,halket,19500124
rec-98-org,afr,f,bekitemba,greef,19750724
rec-99-org,afr,m,peponi,fitzpatrick,
rec-100-org,afr,f,kagera,kelele,19991117
rec-101-org,afr,,nedu,perry,19660603
rec-102-org,afr,f,chinelo,kaulu,
rec-103-org,afr,f,ngady,irobiso,19451030
rec-104-org,afr,f,khatiti,karangi,19820808
rec-105-org,afr,,otitodilinna,olayinka,19550909
rec-106-org,afr,f,kitoko,ideye,19580730
rec-107-org,afr,,ayomide,opoku,19660529
rec-108-org,afr,,kasisi,steyn,
rec-109-org,afr,f,obiang,kopi,19560119
rec-110-org,afr,f,zakiya,mpetha,19400919
rec-111-org,afr,,azeggagh,kosgei,20010406
rec-112-org,afr,f,sandile,kimetto,
rec-113-org,afr,,chimezie,pelteret,19570107
rec-114-org,afr,f,kandia,katongo,19540902
rec-115-org,afr,m,njiru,noaks,19750817
rec-116-org,afr,,ahmadou,enyeama,
rec-117-org,afr,f,dakarai,darbela,19610410
rec-118-org,afr,f,erinmwind,ofodile,19411219
rec-119-org,afr,,marycath,rutakirwa,19450324
rec-120-org,afr,f,tariku,kimetto,19530627
rec-121-org,afr,m,mbwelera,jimoh,19430729
rec-122-org,afr,f,naameka,pelteret,19990809
rec-123-org,afr,f,ngulinga,njekwa,19551102
rec-124-org,afr,f,bayo,sianungu,19620611
rec-125-org,afr,,adegoke,maduna,19760722
rec-126-org,afr,f,nkosana,wambora,19800227
rec-127-org,afr,f,iheoma,kallis,19690216
rec-128-org,afr,f,cuca,esuene,19661108
