rec_id,culture,sex,given_name,surname,date_of_birth
rec-0-org,afr,f,knia,garbers,19800920
rec-1-org,afr,f,kibibi,munemo,20000511
rec-2-org,afr,f,nwanyibui,kemsley,19501030
rec-3-org,afr,m,massiva,rumi,19830816
rec-4-org,afr,,kenyangi,showemimo,19900510
rec-5-org,afr,,mawulode,sibalwa,19491104
rec-6-org,afr,m,diarra,trollip,19800206
rec-7-org,afr,f,chiedozie,,19420915
rec-8-org,afr,f,hudham,hachongo,19690923
rec-9-org,afr,f,,mabasa,19900908
rec-10-org,afr,f,olainde,platzoeder,19460421
rec-11-org,afr,f,abbannie,idehen,19410428
rec-12-org,afr,m,tedla,latz,
rec-13-org,afr,,chidike,kithene,19960728
rec-14-org,afr,f,iyangura,schimper,19470129
rec-15-org,afr,f,chekandino,felix,19480204
rec-16-org,afr,f,kadidou,mambwe,19500202
rec-17-org,afr,,chifundo,pennington,19941014
rec-18-org,afr,m,obaseki,lipalile,19751206
rec-19-org,afr,f,terk,wortmann,19750423
rec-20-org,afr,m,kifimbo,ahlers,19570621
rec-21-org,afr,,uzowulu,siamapangila,19710721
rec-22-org,afr,f,eskinder,nwachukwu,19471123
rec-23-org,afr,m,tabansi,baines,19990408
rec-24-org,afr,,asmerom,katusi,19500811
rec-25-org,afr,f,kahero,vos,19690711
rec-26-org,afr,,camisha,samara,19850821
rec-27-org,afr,f,liwaza,calata,19661024
rec-28-org,afr,f,zawadi,nwuche,19570806
rec-29-org,afr,f,kipenzi,owiti,19630611
rec-30-org,afr,,ajuluchuk,gerima,19920809
rec-31-org,afr,f,ozo,mizinga,19820206
rec-32-org,afr,f,oluwatobi,folotiya,19720904
rec-33-org,afr,f,ejigu,mwangale,19500120
rec-34-org,afr,f,uzoamaka,owoniyi,19821226
rec-35-org,afr,f,adedayo,kakoza,19620919
rec-36-org,afr,,tumelo,wege,
rec-37-org,afr,f,tinashe,preiss,
rec-38-org,afr,f,tafat,capradossi,19701221
rec-39-org,afr,m,shabaka,damalie,19720103
rec-40-org,afr,,nsoah,sehlke,19951209
rec-41-org,afr,f,aza,schonken,19570122
rec-42-org,afr,f,hamelmal,rachmann,19730710
rec-43-org,afr,f,sadio,yohannes,20010907
rec-44-org,afr,f,ejigu,,19800502
rec-45-org,afr,f,,shikabenga,19540424
rec-46-org,afr,f,amalai,tijani,19891116
rec-47-org,afr,f,sroda,bagatui,19810818
rec-48-org,afr,,negussu,ngema,19431108
rec-49-org,afr,m,farhani,parsons,19630108
rec-50-org,afr,f,otitodilichukwu,melkam,
rec-51-org,afr,f,akpofure,prior,19800710
rec-52-org,afr,f,titilayo,ajayi,19750829
rec-53-org,afr,f,hosni,awany,
rec-54-org,afr,f,fadiya,bahaina,19670402
rec-55-org,afr,,morathi,exter,19800103
rec-56-org,afr,f,hekanefer,giquel,19760830
rec-57-org,afr,f,feechi,rugunda,19760720
rec-58-org,afr,f,chinelo,chabatama,19420928
rec-59-org,afr,m,kukua,egwuekwe,19910222
rec-60-org,afr,f,okoronkwo,rossouw,19941021
rec-61-org,afr,,nteremezi,ajulu-bushell,19700912
rec-62-org,afr,,mwassaa,wheelock,19951225
rec-63-org,afr,f,boniswa,munda,19911010
rec-64-org,afr,f,kurwa,onuegbu,19470109
rec-65-org,afr,f,zawadi,statt,19770630
rec-66-org,afr,f,rashidi,gardner,19590914
rec-67-org,afr,f,nosizwe,rademeyer,19750606
rec-68-org,afr,m,gyamfua,ngidi,
rec-69-org,afr,f,hamidou,hailu,19780720
rec-70-org,afr,f,chinweike,moolla,19930529
rec-71-org,afr,f,kampihe,babajaro,20001223
rec-72-org,afr,,azeb,wallinger,
rec-73-org,afr,f,akeiyla,nsibambi,19720226
rec-74-org,afr,m,nkemakola,lombard,19940320
rec-75-org,afr,f,atsukpi,botmang,19831009
rec-76-org,afr,f,hudham,charrosin,19711016
rec-77-org,afr,f,obaseki,wanjala,19460701
rec-78-org,afr,,otuome,mukuka,19780926
rec-79-org,afr,f,nuaha,owiti,19700912
rec-80-org,afr,f,zabeya,okoli,19681009
rec-81-org,afr,,fatia,mbaya,19930813
rec-82-org,afr,,,wanyama,19620824
rec-83-org,afr,f,pemba,keino,19460201
rec-84-org,afr,f,xetsa,spilsbury,20020712
rec-85-org,afr,f,lewnis,makonnen,19670307
rec-86-org,afr,f,tumpe,yego,19851031
rec-87-org,afr,f,nanji,kamel,19431101
rec-88-org,afr,f,afua,ogungbe,19970705
rec-89-org,afr,f,nnennaya,woyecha,19821126
rec-90-org,afr,f,kadidu,sehlke,19410121
rec-91-org,afr,f,aspar,dia,19810930
rec-92-org,afr,f,urenna,pook,19680424
rec-93-org,afr,f,awotwi,langeveldt,19911019
rec-94-org,afr,f,adhiambo,dale,19850918
rec-95-org,afr,f,aminu,kampamba,19771120
rec-96-org,afr,,anenechuk,asati,19500223
rec-97-org,afr,m,mkadam,kimble,19701212
rec-98-org,afr,,ingidayehu,senyonga,19990226
rec-99-org,afr,f,quason,soi,19621109
rec-100-org,afr,f,didyme,agbaje,19461230
rec-101-org,afr,f,sigidi,atuhaire,19570915
rec-102-org,afr,f,jumaane,herman,19731020
rec-103-org,afr,,chima,gadzama,19770803
rec-104-org,afr,f,ajoke,odera,19921129
rec-105-org,afr,f,taifa,lemley,19600602
rec-106-org,afr,f,keanyandaarwa,vlok,19641007
rec-107-org,afr,f,halili,chabala,19810804
rec-108-org,afr,m,staajabu,welche,19801028
rec-109-org,afr,f,horus,meintjes,20010712
rec-110-org,afr,,mqabukonyongolo,ssebunya,19840821
rec-111-org,afr,f,iloerika,sinkala,19580601
rec-112-org,afr,f,taiwana,ngondo,19850611
rec-113-org,afr,m,wokabi,mangeni,19930414
rec-114-org,afr,f,tafrara,reider,19920722
rec-115-org,afr,f,mawulikplimi,bostock,19990507
rec-116-org,afr,f,useni,goch,19771124
rec-117-org,afr,f,chiedozie,agoye,19530529
rec-118-org,afr,,ensun,kashoki,19560829
rec-119-org,afr,f,msiba,,19850808
rec-120-org,afr,f,mbaruku,,19520828
rec-121-org,afr,f,osayande,wina,19891219
rec-122-org,afr,f,yumoke,bahari,19550613
rec-123-org,afr,f,keesa,simpungwe,19460821
rec-124-org,afr,f,wafula,dhlamini,19471101
rec-125-org,afr,f,nne,mnisi,19921006
rec-126-org,afr,m,haomyaro,khumelo,19710611
rec-127-org,afr,f,rakota,kamwanga,19720917
rec-128-org,afr,f,bitisurur,,19910607
rec-129-org,afr,,bupa,chase,19550902
rec-130-org,afr,f,kamisi,fish,
